OG	Dsan_STOCAGO1482	Dsim_w501	Dtei_GT53w	Dyak_NY73PB	Dmel_ISO1
OG0005970.intron2	jg2268.t1.intron2	FBtr0349944.intron2	jg5634.t1.intron2	jg6530.t1.intron2	FBtr0473611.intron2
OG0005971.intron2	jg2267.t1.intron1	FBtr0360719.intron2	jg5635.t1.intron2	jg6531.t1.intron1	FBtr0112730.intron2
OG0005972.intron1	jg2265.t1.intron1	FBtr0351934.intron1	jg5636.t1.intron1	jg6533.t1.intron1	FBtr0075892.intron1
OG0005972.intron2	jg2265.t1.intron2	FBtr0351934.intron2	jg5636.t1.intron2	jg6533.t1.intron2	FBtr0075892.intron2
OG0005975.intron1	jg2262.t1.intron2	FBtr0351446.intron1	jg5641.t1.intron1	jg6538.t1.intron2	FBtr0334063.intron1
OG0005976.intron1	jg2261.t1.intron1	FBtr0212582.intron1	jg5643.t1.intron1	jg6539.t1.intron1	FBtr0075867.intron1
OG0005977.intron1	jg2257.t1.intron1	FBtr0214351.intron1	jg5647.t1.intron1	jg6543.t1.intron1	FBtr0075837.intron1
OG0005978.intron3	jg2256.t1.intron3	FBtr0351366.intron3	jg5648.t1.intron3	jg6544.t1.intron3	FBtr0075838.intron2
OG0005978.intron6	jg2256.t1.intron6	FBtr0351366.intron6	jg5648.t1.intron6	jg6544.t1.intron6	FBtr0075838.intron6
OG0005978.intron7	jg2256.t1.intron7	FBtr0351366.intron7	jg5648.t1.intron7	jg6544.t1.intron7	FBtr0075838.intron7
OG0005978.intron8	jg2256.t1.intron8	FBtr0351366.intron8	jg5648.t1.intron8	jg6544.t1.intron8	FBtr0075838.intron8
OG0005979.intron1	jg2255.t1.intron1	FBtr0214353.intron1	jg5649.t1.intron1	jg6545.t1.intron1	FBtr0346863.intron1
OG0005982.intron1	jg2252.t1.intron1	FBtr0359470.intron1	jg5652.t1.intron1	jg6548.t1.intron1	FBtr0075866.intron1
OG0005984.intron1	jg2250.t1.intron1	FBtr0214357.intron1	jg5654.t1.intron1	jg6550.t1.intron1	FBtr0075844.intron1
OG0005987.intron1	jg2246.t1.intron1	FBtr0212577.intron1	jg5658.t1.intron1	jg6555.t1.intron1	FBtr0075862.intron1
OG0005989.intron1	jg2244.t1.intron1	FBtr0214358.intron1	jg5660.t1.intron1	jg6557.t1.intron1	FBtr0075845.intron1
OG0005989.intron2	jg2244.t1.intron2	FBtr0214358.intron2	jg5660.t1.intron2	jg6557.t1.intron2	FBtr0075845.intron2
OG0005989.intron3	jg2244.t1.intron3	FBtr0214358.intron3	jg5660.t1.intron3	jg6557.t1.intron3	FBtr0075845.intron3
OG0005989.intron4	jg2244.t1.intron4	FBtr0214358.intron4	jg5660.t1.intron4	jg6557.t1.intron4	FBtr0075845.intron4
OG0005989.intron5	jg2244.t1.intron5	FBtr0214358.intron5	jg5660.t1.intron5	jg6557.t1.intron5	FBtr0075845.intron5
OG0005989.intron6	jg2244.t1.intron6	FBtr0214358.intron6	jg5660.t1.intron6	jg6557.t1.intron6	FBtr0075845.intron6
OG0005990.intron1	jg2243.t1.intron1	FBtr0349022.intron1	jg5661.t1.intron1	jg6558.t1.intron1	FBtr0113424.intron1
OG0005990.intron2	jg2243.t1.intron2	FBtr0349022.intron2	jg5661.t1.intron2	jg6558.t1.intron2	FBtr0113424.intron2
OG0005990.intron3	jg2243.t1.intron3	FBtr0349022.intron3	jg5661.t1.intron3	jg6558.t1.intron3	FBtr0113424.intron3
OG0005993.intron2	jg2237.t1.intron2	FBtr0364724.intron2	jg5666.t1.intron1	jg6564.t1.intron1	FBtr0089323.intron2
OG0005993.intron3	jg2237.t1.intron3	FBtr0364724.intron3	jg5666.t1.intron2	jg6564.t1.intron2	FBtr0089323.intron3
OG0005994.intron2	jg2236.t1.intron2	FBtr0212568.intron2	jg5667.t1.intron2	jg6565.t1.intron1	FBtr0075853.intron2
OG0005994.intron3	jg2236.t1.intron3	FBtr0212568.intron3	jg5667.t1.intron3	jg6565.t1.intron2	FBtr0075853.intron3
OG0005995.intron1	jg2235.t1.intron1	FBtr0214360.intron1	jg5668.t1.intron1	jg6566.t1.intron1	FBtr0075850.intron1
OG0005996.intron2	jg2234.t1.intron2	FBtr0363893.intron2	jg5669.t1.intron2	jg6567.t1.intron2	FBtr0075851.intron2
OG0005996.intron3	jg2234.t1.intron3	FBtr0363893.intron3	jg5669.t1.intron3	jg6567.t1.intron3	FBtr0075851.intron3
OG0005996.intron4	jg2234.t1.intron4	FBtr0363893.intron4	jg5669.t1.intron4	jg6567.t1.intron4	FBtr0075851.intron4
OG0005996.intron5	jg2234.t1.intron5	FBtr0363893.intron5	jg5669.t1.intron5	jg6567.t1.intron5	FBtr0075851.intron5
OG0005996.intron7	jg2234.t1.intron7	FBtr0363893.intron7	jg5669.t1.intron7	jg6567.t1.intron7	FBtr0075851.intron7
OG0005996.intron8	jg2234.t1.intron8	FBtr0363893.intron8	jg5669.t1.intron8	jg6567.t1.intron8	FBtr0075851.intron8
OG0005998.intron1	jg2232.t1.intron1	FBtr0212566.intron1	jg5671.t1.intron1	jg6569.t1.intron1	FBtr0075824.intron1
OG0005998.intron2	jg2232.t1.intron2	FBtr0212566.intron2	jg5671.t1.intron2	jg6569.t1.intron2	FBtr0075824.intron2
OG0005999.intron1	jg2231.t1.intron1	FBtr0354165.intron1	jg5672.t1.intron1	jg6570.t1.intron1	FBtr0302488.intron1
OG0005999.intron2	jg2231.t1.intron2	FBtr0354165.intron2	jg5672.t1.intron2	jg6570.t1.intron2	FBtr0302488.intron2
OG0005999.intron3	jg2231.t1.intron3	FBtr0354165.intron3	jg5672.t1.intron3	jg6570.t1.intron3	FBtr0302488.intron3
OG0005999.intron4	jg2231.t1.intron4	FBtr0354165.intron4	jg5672.t1.intron4	jg6570.t1.intron4	FBtr0302488.intron4
OG0005999.intron5	jg2231.t1.intron5	FBtr0354165.intron5	jg5672.t1.intron5	jg6570.t1.intron5	FBtr0302488.intron5
OG0005999.intron7	jg2231.t1.intron7	FBtr0354165.intron8	jg5672.t1.intron7	jg6570.t1.intron7	FBtr0302488.intron8
OG0006000.intron1	jg2230.t1.intron1	FBtr0212565.intron1	jg5673.t1.intron1	jg6571.t1.intron1	FBtr0075820.intron1
OG0006000.intron4	jg2230.t1.intron4	FBtr0212565.intron4	jg5673.t1.intron4	jg6571.t1.intron4	FBtr0075820.intron4
OG0006000.intron5	jg2230.t1.intron5	FBtr0212565.intron5	jg5673.t1.intron5	jg6571.t1.intron5	FBtr0075820.intron5
OG0006001.intron3	jg2229.t1.intron3	FBtr0356527.intron2	jg5674.t1.intron3	jg6572.t1.intron3	FBtr0113425.intron2
OG0006002.intron1	jg2228.t1.intron1	FBtr0212564.intron1	jg5675.t1.intron1	jg6573.t1.intron1	FBtr0075819.intron1
OG0006002.intron2	jg2228.t1.intron2	FBtr0212564.intron2	jg5675.t1.intron2	jg6573.t1.intron2	FBtr0075819.intron2
OG0006002.intron3	jg2228.t1.intron3	FBtr0212564.intron3	jg5675.t1.intron3	jg6573.t1.intron3	FBtr0075819.intron3
OG0006002.intron4	jg2228.t1.intron4	FBtr0212564.intron4	jg5675.t1.intron4	jg6573.t1.intron4	FBtr0075819.intron4
OG0006003.intron1	jg2226.t1.intron1	FBtr0351303.intron1	jg5677.t1.intron1	jg6574.t1.intron4	FBtr0075811.intron1
OG0006003.intron2	jg2226.t1.intron2	FBtr0351303.intron2	jg5677.t1.intron2	jg6574.t1.intron5	FBtr0075811.intron2
OG0006004.intron2	jg2225.t1.intron2	FBtr0363520.intron2	jg5680.t1.intron2	jg6575.t1.intron3	FBtr0075812.intron2
OG0006004.intron3	jg2225.t1.intron3	FBtr0363520.intron3	jg5680.t1.intron3	jg6575.t1.intron4	FBtr0075812.intron3
OG0006004.intron4	jg2225.t1.intron4	FBtr0363520.intron4	jg5680.t1.intron4	jg6575.t1.intron5	FBtr0075812.intron4
OG0006004.intron5	jg2225.t1.intron5	FBtr0363520.intron5	jg5680.t1.intron5	jg6575.t1.intron6	FBtr0075812.intron5
OG0006004.intron6	jg2225.t1.intron6	FBtr0363520.intron6	jg5680.t1.intron6	jg6575.t1.intron7	FBtr0075812.intron6
OG0006005.intron1	jg2224.t1.intron1	FBtr0359945.intron1	jg5681.t1.intron1	jg6576.t1.intron1	FBtr0075818.intron1
OG0006005.intron2	jg2224.t1.intron2	FBtr0359945.intron2	jg5681.t1.intron2	jg6576.t1.intron2	FBtr0075818.intron2
OG0006006.intron1	jg2223.t1.intron1	FBtr0214367.intron1	jg5682.t1.intron1	jg6577.t1.intron1	FBtr0075813.intron1
OG0006006.intron2	jg2223.t1.intron2	FBtr0214367.intron2	jg5682.t1.intron2	jg6577.t1.intron2	FBtr0075813.intron2
OG0006008.intron6	jg2221.t2.intron5	FBtr0359664.intron6	jg5684.t1.intron2	jg6579.t1.intron5	FBtr0330343.intron6
OG0006008.intron7	jg2221.t2.intron6	FBtr0359664.intron7	jg5684.t1.intron3	jg6579.t1.intron6	FBtr0330343.intron7
OG0006008.intron8	jg2221.t2.intron7	FBtr0359664.intron8	jg5684.t1.intron4	jg6579.t1.intron7	FBtr0330343.intron8
OG0006008.intron9	jg2221.t2.intron8	FBtr0359664.intron9	jg5684.t1.intron5	jg6579.t1.intron8	FBtr0330343.intron9
OG0006008.intron10	jg2221.t2.intron9	FBtr0359664.intron10	jg5684.t1.intron6	jg6579.t1.intron9	FBtr0330343.intron10
OG0006009.intron1	jg2215.t1.intron1	FBtr0217485.intron1	jg5689.t1.intron1	jg6583.t1.intron1	FBtr0306683.intron1
OG0006009.intron2	jg2215.t1.intron2	FBtr0217485.intron2	jg5689.t1.intron2	jg6583.t1.intron2	FBtr0306683.intron2
OG0006011.intron6	jg2213.t1.intron6	FBtr0355272.intron4	jg5692.t1.intron4	jg6585.t1.intron6	FBtr0075753.intron4
OG0006011.intron9	jg2213.t1.intron9	FBtr0355272.intron7	jg5692.t1.intron7	jg6585.t1.intron9	FBtr0075753.intron7
OG0006011.intron10	jg2213.t1.intron10	FBtr0355272.intron8	jg5692.t1.intron8	jg6585.t1.intron10	FBtr0075753.intron8
OG0006011.intron11	jg2213.t1.intron11	FBtr0355272.intron9	jg5692.t1.intron9	jg6585.t1.intron11	FBtr0075753.intron9
OG0006011.intron12	jg2213.t1.intron12	FBtr0355272.intron10	jg5692.t1.intron10	jg6585.t1.intron12	FBtr0075753.intron10
OG0006011.intron13	jg2213.t1.intron13	FBtr0355272.intron11	jg5692.t1.intron11	jg6585.t1.intron13	FBtr0075753.intron11
OG0006011.intron14	jg2213.t1.intron14	FBtr0355272.intron12	jg5692.t1.intron12	jg6585.t1.intron14	FBtr0075753.intron12
OG0006011.intron15	jg2213.t1.intron15	FBtr0355272.intron13	jg5692.t1.intron13	jg6585.t1.intron15	FBtr0075753.intron13
OG0006011.intron16	jg2213.t1.intron16	FBtr0355272.intron14	jg5692.t1.intron14	jg6585.t1.intron16	FBtr0075753.intron14
OG0006011.intron17	jg2213.t1.intron17	FBtr0355272.intron15	jg5692.t1.intron15	jg6585.t1.intron17	FBtr0075753.intron15
OG0006011.intron18	jg2213.t1.intron18	FBtr0355272.intron16	jg5692.t1.intron16	jg6585.t1.intron18	FBtr0075753.intron16
OG0006011.intron19	jg2213.t1.intron19	FBtr0355272.intron17	jg5692.t1.intron17	jg6585.t1.intron19	FBtr0075753.intron17
OG0006011.intron20	jg2213.t1.intron20	FBtr0355272.intron18	jg5692.t1.intron18	jg6585.t1.intron20	FBtr0075753.intron18
OG0006011.intron21	jg2213.t1.intron21	FBtr0355272.intron19	jg5692.t1.intron19	jg6585.t1.intron21	FBtr0075753.intron19
OG0006011.intron22	jg2213.t1.intron22	FBtr0355272.intron20	jg5692.t1.intron20	jg6585.t1.intron22	FBtr0075753.intron20
OG0006011.intron23	jg2213.t1.intron23	FBtr0355272.intron21	jg5692.t1.intron21	jg6585.t1.intron23	FBtr0075753.intron21
OG0006011.intron24	jg2213.t1.intron24	FBtr0355272.intron22	jg5692.t1.intron22	jg6585.t1.intron24	FBtr0075753.intron22
OG0006011.intron25	jg2213.t1.intron25	FBtr0355272.intron23	jg5692.t1.intron23	jg6585.t1.intron25	FBtr0075753.intron23
OG0006011.intron26	jg2213.t1.intron26	FBtr0355272.intron24	jg5692.t1.intron24	jg6585.t1.intron26	FBtr0075753.intron24
OG0006012.intron1	jg2212.t1.intron1	FBtr0212558.intron1	jg5693.t1.intron1	jg6586.t1.intron1	FBtr0075801.intron1
OG0006012.intron2	jg2212.t1.intron2	FBtr0212558.intron2	jg5693.t1.intron2	jg6586.t1.intron2	FBtr0075801.intron2
OG0006012.intron3	jg2212.t1.intron3	FBtr0212558.intron3	jg5693.t1.intron3	jg6586.t1.intron3	FBtr0075801.intron3
OG0006013.intron1	jg2209.t1.intron2	FBtr0361760.intron1	jg5697.t1.intron2	jg6589.t1.intron2	FBtr0330418.intron1
OG0006013.intron2	jg2209.t1.intron3	FBtr0361760.intron2	jg5697.t1.intron3	jg6589.t1.intron3	FBtr0330418.intron2
OG0006013.intron5	jg2209.t1.intron6	FBtr0361760.intron6	jg5697.t1.intron6	jg6589.t1.intron6	FBtr0330418.intron5
OG0006013.intron6	jg2209.t1.intron7	FBtr0361760.intron7	jg5697.t1.intron7	jg6589.t1.intron7	FBtr0330418.intron6
OG0006013.intron7	jg2209.t1.intron8	FBtr0361760.intron8	jg5697.t1.intron8	jg6589.t1.intron8	FBtr0330418.intron7
OG0006013.intron8	jg2209.t1.intron9	FBtr0361760.intron9	jg5697.t1.intron9	jg6589.t1.intron9	FBtr0330418.intron8
OG0006015.intron1	jg2208.t1.intron1	FBtr0356046.intron1	jg5698.t1.intron1	jg6590.t1.intron1	FBtr0330186.intron1
OG0006015.intron2	jg2208.t1.intron2	FBtr0356046.intron2	jg5698.t1.intron2	jg6590.t1.intron2	FBtr0330186.intron2
OG0006015.intron3	jg2208.t1.intron3	FBtr0356046.intron3	jg5698.t1.intron3	jg6590.t1.intron3	FBtr0330186.intron3
OG0006015.intron4	jg2208.t1.intron4	FBtr0356046.intron4	jg5698.t1.intron4	jg6590.t1.intron4	FBtr0330186.intron4
OG0006015.intron5	jg2208.t1.intron5	FBtr0356046.intron5	jg5698.t1.intron5	jg6590.t1.intron5	FBtr0330186.intron5
OG0006015.intron6	jg2208.t1.intron6	FBtr0356046.intron6	jg5698.t1.intron6	jg6590.t1.intron6	FBtr0330186.intron6
OG0006016.intron1	jg2207.t1.intron1	FBtr0212554.intron1	jg5699.t1.intron1	jg6591.t1.intron1	FBtr0075792.intron1
OG0006017.intron1	jg2206.t1.intron1	FBtr0214372.intron1	jg5700.t1.intron1	jg6592.t1.intron1	FBtr0075756.intron1
OG0006018.intron1	jg2205.t1.intron1	FBtr0362328.intron1	jg5701.t1.intron1	jg6593.t1.intron1	FBtr0075758.intron1
OG0006018.intron2	jg2205.t1.intron2	FBtr0362328.intron2	jg5701.t1.intron2	jg6593.t1.intron2	FBtr0075758.intron2
OG0006018.intron3	jg2205.t1.intron3	FBtr0362328.intron3	jg5701.t1.intron3	jg6593.t1.intron3	FBtr0075758.intron3
OG0006018.intron4	jg2205.t1.intron4	FBtr0362328.intron4	jg5701.t1.intron4	jg6593.t1.intron4	FBtr0075758.intron4
OG0006018.intron5	jg2205.t1.intron5	FBtr0362328.intron5	jg5701.t1.intron5	jg6593.t1.intron5	FBtr0075758.intron5
OG0006020.intron2	jg2202.t1.intron2	FBtr0362416.intron4	jg5704.t1.intron2	jg6596.t1.intron2	FBtr0075759.intron4
OG0006020.intron3	jg2202.t1.intron3	FBtr0362416.intron5	jg5704.t1.intron3	jg6596.t1.intron3	FBtr0075759.intron5
OG0006023.intron2	jg2199.t1.intron2	FBtr0357938.intron2	jg5707.t1.intron2	jg6599.t1.intron2	FBtr0333026.intron2
OG0006023.intron3	jg2199.t1.intron3	FBtr0357938.intron3	jg5707.t1.intron3	jg6599.t1.intron3	FBtr0333026.intron3
OG0006024.intron1	jg2196.t1.intron1	FBtr0214379.intron1	jg5710.t1.intron1	jg6602.t1.intron1	FBtr0075766.intron1
OG0006024.intron2	jg2196.t1.intron2	FBtr0214379.intron2	jg5710.t1.intron2	jg6602.t1.intron2	FBtr0075766.intron2
OG0006027.intron1	jg2193.t1.intron1	FBtr0212548.intron2	jg5713.t1.intron1	jg6605.t1.intron1	FBtr0075785.intron1
OG0006028.intron1	jg2192.t1.intron1	FBtr0214381.intron1	jg5714.t1.intron1	jg6606.t1.intron1	FBtr0075768.intron1
OG0006028.intron2	jg2192.t1.intron2	FBtr0214381.intron2	jg5714.t1.intron2	jg6606.t1.intron2	FBtr0075768.intron2
OG0006029.intron7	jg2191.t1.intron8	FBtr0357353.intron7	jg5715.t1.intron6	jg6607.t1.intron4	FBtr0075784.intron5
OG0006029.intron8	jg2191.t1.intron9	FBtr0357353.intron8	jg5715.t1.intron7	jg6607.t1.intron5	FBtr0075784.intron6
OG0006030.intron4	jg2190.t1.intron4	FBtr0212546.intron1	jg5716.t1.intron3	jg6608.t1.intron1	FBtr0075782.intron1
OG0006031.intron1	jg2189.t1.intron1	FBtr0214383.intron1	jg5717.t1.intron1	jg6609.t1.intron1	FBtr0075769.intron1
OG0006031.intron2	jg2189.t1.intron2	FBtr0214383.intron2	jg5717.t1.intron2	jg6609.t1.intron2	FBtr0075769.intron2
OG0006031.intron3	jg2189.t1.intron3	FBtr0214383.intron3	jg5717.t1.intron3	jg6609.t1.intron3	FBtr0075769.intron3
OG0006031.intron4	jg2189.t1.intron4	FBtr0214383.intron4	jg5717.t1.intron4	jg6609.t1.intron4	FBtr0075769.intron4
OG0006033.intron1	jg2187.t1.intron1	FBtr0353838.intron1	jg5719.t1.intron1	jg6611.t1.intron1	FBtr0304036.intron1
OG0006033.intron2	jg2187.t1.intron2	FBtr0353838.intron2	jg5719.t1.intron2	jg6611.t1.intron2	FBtr0304036.intron2
OG0006033.intron5	jg2187.t1.intron5	FBtr0353838.intron5	jg5719.t1.intron4	jg6611.t1.intron4	FBtr0304036.intron5
OG0006034.intron1	jg2186.t1.intron1	FBtr0212545.intron1	jg5720.t1.intron1	jg6612.t1.intron1	FBtr0445388.intron1
OG0006034.intron2	jg2186.t1.intron2	FBtr0212545.intron2	jg5720.t1.intron2	jg6612.t1.intron2	FBtr0445388.intron2
OG0006034.intron3	jg2186.t1.intron3	FBtr0212545.intron3	jg5720.t1.intron3	jg6612.t1.intron3	FBtr0445388.intron3
OG0006034.intron4	jg2186.t1.intron4	FBtr0212545.intron4	jg5720.t1.intron4	jg6612.t1.intron4	FBtr0445388.intron4
OG0006034.intron5	jg2186.t1.intron5	FBtr0212545.intron5	jg5720.t1.intron5	jg6612.t1.intron5	FBtr0445388.intron5
OG0006034.intron6	jg2186.t1.intron6	FBtr0212545.intron6	jg5720.t1.intron6	jg6612.t1.intron6	FBtr0445388.intron6
OG0006034.intron7	jg2186.t1.intron7	FBtr0212545.intron7	jg5720.t1.intron7	jg6612.t1.intron7	FBtr0445388.intron7
OG0006034.intron8	jg2186.t1.intron8	FBtr0212545.intron8	jg5720.t1.intron8	jg6612.t1.intron8	FBtr0445388.intron8
OG0006037.intron2	jg2182.t1.intron2	FBtr0358890.intron2	jg5724.t2.intron2	jg6616.t2.intron2	FBtr0075775.intron2
OG0006037.intron3	jg2182.t1.intron3	FBtr0358890.intron3	jg5724.t2.intron3	jg6616.t2.intron3	FBtr0075775.intron3
OG0006037.intron4	jg2182.t1.intron4	FBtr0358890.intron4	jg5724.t2.intron4	jg6616.t2.intron4	FBtr0075775.intron4
OG0006037.intron5	jg2182.t1.intron5	FBtr0358890.intron5	jg5724.t2.intron5	jg6616.t2.intron5	FBtr0075775.intron5
OG0006037.intron6	jg2182.t1.intron6	FBtr0358890.intron6	jg5724.t2.intron6	jg6616.t2.intron6	FBtr0075775.intron6
OG0006037.intron7	jg2182.t1.intron7	FBtr0358890.intron7	jg5724.t2.intron7	jg6616.t2.intron7	FBtr0075775.intron7
OG0006038.intron1	jg2181.t1.intron1	FBtr0214389.intron1	jg5725.t1.intron1	jg6617.t1.intron1	FBtr0075777.intron1
OG0006038.intron2	jg2181.t1.intron2	FBtr0214389.intron2	jg5725.t1.intron2	jg6617.t1.intron2	FBtr0075777.intron2
OG0006038.intron3	jg2181.t1.intron3	FBtr0214389.intron3	jg5725.t1.intron3	jg6617.t1.intron3	FBtr0075777.intron3
OG0006038.intron4	jg2181.t1.intron4	FBtr0214389.intron4	jg5725.t1.intron4	jg6617.t1.intron4	FBtr0075777.intron4
OG0006038.intron5	jg2181.t1.intron5	FBtr0214389.intron5	jg5725.t1.intron5	jg6617.t1.intron5	FBtr0075777.intron5
OG0006038.intron6	jg2181.t1.intron6	FBtr0214389.intron6	jg5725.t1.intron6	jg6617.t1.intron6	FBtr0075777.intron6
OG0006039.intron1	jg2180.t1.intron1	FBtr0214390.intron1	jg5726.t1.intron1	jg6618.t1.intron1	FBtr0075778.intron1
OG0006041.intron1	jg2178.t1.intron1	FBtr0212541.intron1	jg5728.t1.intron1	jg6620.t1.intron1	FBtr0075749.intron1
OG0006043.intron1	jg2176.t1.intron1	FBtr0212539.intron1	jg5730.t1.intron3	jg6622.t1.intron1	FBtr0330116.intron1
OG0006043.intron2	jg2176.t1.intron2	FBtr0212539.intron2	jg5730.t1.intron4	jg6622.t1.intron2	FBtr0330116.intron2
OG0006043.intron3	jg2176.t1.intron3	FBtr0212539.intron3	jg5730.t1.intron5	jg6622.t1.intron3	FBtr0330116.intron3
OG0006043.intron4	jg2176.t1.intron4	FBtr0212539.intron4	jg5730.t1.intron6	jg6622.t1.intron4	FBtr0330116.intron4
OG0006043.intron5	jg2176.t1.intron5	FBtr0212539.intron5	jg5730.t1.intron7	jg6622.t1.intron5	FBtr0330116.intron5
OG0006045.intron1	jg2174.t1.intron1	FBtr0359690.intron1	jg5734.t1.intron1	jg6624.t1.intron1	FBtr0321258.intron1
OG0006045.intron2	jg2174.t1.intron2	FBtr0359690.intron2	jg5734.t1.intron2	jg6624.t1.intron2	FBtr0321258.intron2
OG0006045.intron3	jg2174.t1.intron3	FBtr0359690.intron3	jg5734.t1.intron3	jg6624.t1.intron3	FBtr0321258.intron3
OG0006046.intron1	jg2172.t1.intron1	FBtr0356627.intron1	jg5736.t1.intron1	jg6626.t1.intron1	FBtr0306622.intron1
OG0006046.intron2	jg2172.t1.intron2	FBtr0356627.intron2	jg5736.t1.intron2	jg6626.t1.intron2	FBtr0306622.intron2
OG0006046.intron3	jg2172.t1.intron3	FBtr0356627.intron3	jg5736.t1.intron3	jg6626.t1.intron3	FBtr0306622.intron3
OG0006046.intron4	jg2172.t1.intron4	FBtr0356627.intron4	jg5736.t1.intron4	jg6626.t1.intron4	FBtr0306622.intron4
OG0006046.intron5	jg2172.t1.intron5	FBtr0356627.intron5	jg5736.t1.intron5	jg6626.t1.intron5	FBtr0306622.intron5
OG0006047.intron1	jg2171.t1.intron1	FBtr0214397.intron1	jg5737.t1.intron1	jg6627.t1.intron1	FBtr0075740.intron1
OG0006048.intron1	jg2170.t1.intron1	FBtr0362554.intron1	jg5738.t1.intron1	jg6628.t1.intron1	FBtr0112438.intron1
OG0006049.intron1	jg2169.t1.intron1	FBtr0214398.intron1	jg5739.t1.intron1	jg6629.t1.intron1	FBtr0321257.intron1
OG0006049.intron2	jg2169.t1.intron2	FBtr0214398.intron2	jg5739.t1.intron2	jg6629.t1.intron2	FBtr0321257.intron2
OG0006050.intron1	jg2168.t1.intron3	FBtr0362382.intron1	jg5741.t1.intron1	jg6630.t1.intron1	FBtr0330102.intron1
OG0006050.intron2	jg2168.t1.intron4	FBtr0362382.intron2	jg5741.t1.intron2	jg6630.t1.intron2	FBtr0330102.intron2
OG0006050.intron3	jg2168.t1.intron5	FBtr0362382.intron3	jg5741.t1.intron3	jg6630.t1.intron3	FBtr0330102.intron3
OG0006053.intron1	jg2163.t1.intron1	FBtr0361313.intron1	jg5744.t1.intron1	jg6634.t1.intron1	FBtr0075728.intron1
OG0006055.intron2	jg2161.t2.intron4	FBtr0353991.intron2	jg5746.t2.intron4	jg6636.t1.intron2	FBtr0273422.intron2
OG0006055.intron3	jg2161.t2.intron5	FBtr0353991.intron3	jg5746.t2.intron5	jg6636.t1.intron3	FBtr0273422.intron3
OG0006055.intron4	jg2161.t2.intron6	FBtr0353991.intron4	jg5746.t2.intron6	jg6636.t1.intron4	FBtr0273422.intron4
OG0006055.intron5	jg2161.t2.intron7	FBtr0353991.intron5	jg5746.t2.intron7	jg6636.t1.intron5	FBtr0273422.intron5
OG0006055.intron6	jg2161.t2.intron8	FBtr0353991.intron6	jg5746.t2.intron8	jg6636.t1.intron6	FBtr0273422.intron6
OG0006057.intron2	jg2159.t1.intron2	FBtr0212528.intron2	jg5748.t1.intron2	jg6638.t1.intron2	FBtr0333038.intron2
OG0006058.intron1	jg2157.t1.intron4	FBtr0212527.intron1	jg5751.t1.intron4	jg6640.t1.intron1	FBtr0075724.intron1
OG0006058.intron2	jg2157.t1.intron5	FBtr0212527.intron2	jg5751.t1.intron5	jg6640.t1.intron2	FBtr0075724.intron2
OG0006058.intron3	jg2157.t1.intron6	FBtr0212527.intron3	jg5751.t1.intron6	jg6640.t1.intron3	FBtr0075724.intron3
OG0006058.intron4	jg2157.t1.intron7	FBtr0212527.intron4	jg5751.t1.intron7	jg6640.t1.intron4	FBtr0075724.intron4
OG0006059.intron2	jg2155.t1.intron2	FBtr0214402.intron3	jg5753.t1.intron3	jg6642.t1.intron2	FBtr0301014.intron3
OG0006061.intron3	jg2153.t1.intron3	FBtr0355823.intron2	jg5755.t1.intron6	jg6644.t1.intron3	FBtr0075720.intron2
OG0006061.intron4	jg2153.t1.intron4	FBtr0355823.intron3	jg5755.t1.intron7	jg6644.t1.intron4	FBtr0075720.intron3
OG0006062.intron1	jg2152.t1.intron1	FBtr0214403.intron1	jg5756.t1.intron1	jg6645.t1.intron1	FBtr0075676.intron1
OG0006062.intron2	jg2152.t1.intron2	FBtr0214403.intron2	jg5756.t1.intron2	jg6645.t1.intron2	FBtr0075676.intron2
OG0006062.intron3	jg2152.t1.intron3	FBtr0214403.intron3	jg5756.t1.intron3	jg6645.t1.intron3	FBtr0075676.intron3
OG0006062.intron4	jg2152.t1.intron4	FBtr0214403.intron4	jg5756.t1.intron4	jg6645.t1.intron4	FBtr0075676.intron4
OG0006062.intron5	jg2152.t1.intron5	FBtr0214403.intron5	jg5756.t1.intron5	jg6645.t1.intron5	FBtr0075676.intron5
OG0006063.intron1	jg2151.t1.intron1	FBtr0214404.intron1	jg5757.t1.intron1	jg6646.t1.intron1	FBtr0075678.intron1
OG0006063.intron2	jg2151.t1.intron2	FBtr0214404.intron2	jg5757.t1.intron2	jg6646.t1.intron2	FBtr0075678.intron2
OG0006063.intron3	jg2151.t1.intron3	FBtr0214404.intron3	jg5757.t1.intron3	jg6646.t1.intron3	FBtr0075678.intron3
OG0006064.intron1	jg2150.t1.intron1	FBtr0359778.intron1	jg5758.t1.intron1	jg6647.t1.intron2	FBtr0075715.intron1
OG0006064.intron2	jg2150.t1.intron2	FBtr0359778.intron2	jg5758.t1.intron2	jg6647.t1.intron3	FBtr0075715.intron2
OG0006065.intron2	jg2149.t1.intron2	FBtr0351214.intron2	jg5759.t1.intron2	jg6648.t1.intron2	FBtr0075679.intron2
OG0006065.intron3	jg2149.t1.intron3	FBtr0351214.intron3	jg5759.t1.intron3	jg6648.t1.intron3	FBtr0075679.intron3
OG0006065.intron4	jg2149.t1.intron4	FBtr0351214.intron4	jg5759.t1.intron4	jg6648.t1.intron4	FBtr0075679.intron4
OG0006065.intron5	jg2149.t1.intron5	FBtr0351214.intron5	jg5759.t1.intron5	jg6648.t1.intron5	FBtr0075679.intron5
